Name,SMILES,SMILES_clean,AUTOCORR2D_1,AUTOCORR2D_10,AUTOCORR2D_100,AUTOCORR2D_101,AUTOCORR2D_102,AUTOCORR2D_103,AUTOCORR2D_104,AUTOCORR2D_105,AUTOCORR2D_106,AUTOCORR2D_107,AUTOCORR2D_108,AUTOCORR2D_109,AUTOCORR2D_11,AUTOCORR2D_110,AUTOCORR2D_111,AUTOCORR2D_112,AUTOCORR2D_113,AUTOCORR2D_114,AUTOCORR2D_115,AUTOCORR2D_116,AUTOCORR2D_117,AUTOCORR2D_118,AUTOCORR2D_119,AUTOCORR2D_12,AUTOCORR2D_120,AUTOCORR2D_121,AUTOCORR2D_122,AUTOCORR2D_123,AUTOCORR2D_124,AUTOCORR2D_125,AUTOCORR2D_126,AUTOCORR2D_127,AUTOCORR2D_128,AUTOCORR2D_129,AUTOCORR2D_13,AUTOCORR2D_130,AUTOCORR2D_131,AUTOCORR2D_132,AUTOCORR2D_133,AUTOCORR2D_134,AUTOCORR2D_135,AUTOCORR2D_136,AUTOCORR2D_137,AUTOCORR2D_138,AUTOCORR2D_139,AUTOCORR2D_14,AUTOCORR2D_140,AUTOCORR2D_141,AUTOCORR2D_142,AUTOCORR2D_143,AUTOCORR2D_144,AUTOCORR2D_145,AUTOCORR2D_146,AUTOCORR2D_147,AUTOCORR2D_148,AUTOCORR2D_149,AUTOCORR2D_15,AUTOCORR2D_150,AUTOCORR2D_151,AUTOCORR2D_152,AUTOCORR2D_153,AUTOCORR2D_154,AUTOCORR2D_155,AUTOCORR2D_156,AUTOCORR2D_157,AUTOCORR2D_158,AUTOCORR2D_159,AUTOCORR2D_16,AUTOCORR2D_160,AUTOCORR2D_161,AUTOCORR2D_162,AUTOCORR2D_163,AUTOCORR2D_164,AUTOCORR2D_165,AUTOCORR2D_166,AUTOCORR2D_167,AUTOCORR2D_168,AUTOCORR2D_169,AUTOCORR2D_17,AUTOCORR2D_170,AUTOCORR2D_171,AUTOCORR2D_172,AUTOCORR2D_173,AUTOCORR2D_174,AUTOCORR2D_175,AUTOCORR2D_176,AUTOCORR2D_177,AUTOCORR2D_178,AUTOCORR2D_179,AUTOCORR2D_18,AUTOCORR2D_180,AUTOCORR2D_181,AUTOCORR2D_182,AUTOCORR2D_183,AUTOCORR2D_184,AUTOCORR2D_185,AUTOCORR2D_186,AUTOCORR2D_187,AUTOCORR2D_188,AUTOCORR2D_189,AUTOCORR2D_19,AUTOCORR2D_190,AUTOCORR2D_191,AUTOCORR2D_192,AUTOCORR2D_2,AUTOCORR2D_20,AUTOCORR2D_21,AUTOCORR2D_22,AUTOCORR2D_23,AUTOCORR2D_24,AUTOCORR2D_25,AUTOCORR2D_26,AUTOCORR2D_27,AUTOCORR2D_28,AUTOCORR2D_29,AUTOCORR2D_3,AUTOCORR2D_30,AUTOCORR2D_31,AUTOCORR2D_32,AUTOCORR2D_33,AUTOCORR2D_34,AUTOCORR2D_35,AUTOCORR2D_36,AUTOCORR2D_37,AUTOCORR2D_38,AUTOCORR2D_39,AUTOCORR2D_4,AUTOCORR2D_40,AUTOCORR2D_41,AUTOCORR2D_42,AUTOCORR2D_43,AUTOCORR2D_44,AUTOCORR2D_45,AUTOCORR2D_46,AUTOCORR2D_47,AUTOCORR2D_48,AUTOCORR2D_49,AUTOCORR2D_5,AUTOCORR2D_50,AUTOCORR2D_51,AUTOCORR2D_52,AUTOCORR2D_53,AUTOCORR2D_54,AUTOCORR2D_55,AUTOCORR2D_56,AUTOCORR2D_57,AUTOCORR2D_58,AUTOCORR2D_59,AUTOCORR2D_6,AUTOCORR2D_60,AUTOCORR2D_61,AUTOCORR2D_62,AUTOCORR2D_63,AUTOCORR2D_64,AUTOCORR2D_65,AUTOCORR2D_66,AUTOCORR2D_67,AUTOCORR2D_68,AUTOCORR2D_69,AUTOCORR2D_7,AUTOCORR2D_70,AUTOCORR2D_71,AUTOCORR2D_72,AUTOCORR2D_73,AUTOCORR2D_74,AUTOCORR2D_75,AUTOCORR2D_76,AUTOCORR2D_77,AUTOCORR2D_78,AUTOCORR2D_79,AUTOCORR2D_8,AUTOCORR2D_80,AUTOCORR2D_81,AUTOCORR2D_82,AUTOCORR2D_83,AUTOCORR2D_84,AUTOCORR2D_85,AUTOCORR2D_86,AUTOCORR2D_87,AUTOCORR2D_88,AUTOCORR2D_89,AUTOCORR2D_9,AUTOCORR2D_90,AUTOCORR2D_91,AUTOCORR2D_92,AUTOCORR2D_93,AUTOCORR2D_94,AUTOCORR2D_95,AUTOCORR2D_96,AUTOCORR2D_97,AUTOCORR2D_98,AUTOCORR2D_99,AvgIpc,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BCUT2D_MWHI,BCUT2D_MWLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed,NumAtoms,NumBonds_Alt,HeavyAtoms_Alt
Aspirin,CC(=O)Oc1ccccc1C(=O)O,CC(=O)Oc1ccccc1C(=O)O,2.751,2.729,0.011,-0.475,0.324,0.0,0.0,-0.111,0.147,-0.278,0.011,-0.475,2.689,0.324,0.0,0.0,-0.111,0.147,-0.278,0.011,-0.475,0.324,0.0,2.567,0.0,-0.111,0.147,-0.278,0.011,-0.475,0.324,0.0,0.0,-0.111,2.303,0.147,-0.278,0.011,-0.475,0.324,0.0,0.0,-0.025,-0.286,-0.105,1.642,0.009,-0.059,0.147,0.0,0.0,0.833,0.765,1.083,1.011,1.379,0.0,1.083,0.0,0.0,0.833,0.765,1.083,1.011,1.379,1.083,0.0,0.0,0.0,0.833,0.765,1.083,1.011,1.379,1.083,0.0,0.0,0.833,2.75,0.765,1.083,1.011,1.379,1.083,0.0,0.0,0.833,0.765,1.083,3.067,1.011,1.379,1.083,0.0,0.0,0.688,1.048,0.792,0.933,1.264,2.976,1.779,0.0,0.0,3.07,2.986,2.66,2.252,0.0,0.0,2.422,2.576,2.537,2.36,2.102,2.978,1.329,0.0,0.0,2.711,3.005,2.927,2.912,2.6,2.146,0.0,2.989,0.0,4.666,4.991,4.981,5.165,4.87,4.575,0.0,0.0,0.201,2.662,0.341,0.272,0.333,0.206,0.187,0.0,0.0,0.148,0.251,0.2,2.256,0.245,0.152,0.138,0.0,0.0,0.195,0.331,0.264,0.323,0.2,0.0,0.181,0.0,0.0,0.542,0.919,0.732,0.898,0.556,0.504,0.0,0.0,0.0,0.08,0.135,0.108,0.132,0.082,0.074,0.0,0.0,28.801,2.532,40.53,33.27,30.869,33.726,40.538,0.0,0.0,-0.111,0.147,-0.278,2.0325369160995868,2.104306980957856,-2.0311320919470135,2.1698345568128055,-2.063000061964297,5.913065796110142,-0.13141434244030561,16.53611122125433,10.182282381035343,3.0435273546341013,331.646476403863,9.844934982691242,6.9813595436500515,6.9813595436500515,6.109060905280622,3.6174536478673316,3.6174536478673316,2.3949556783206725,2.3949556783206725,1.3711546649445037,1.3711546649445037,0.8871712192374142,0.8871712192374142,11.938610575903699,9.589074368143644,0.0,11.3129633249809,0.0,0.0,19.056471336613843,12.13273413692322,0.0,4.736862953800049,5.106527394840706,180.042258736,1.3076923076923077,1.9230769230769231,2.4615384615384617,0.1111111111111111,-1.8399999999999999,13,172.09499999999997,729.6807528797516,9.249605734767023,3.7092512583454584,2.297415032519928,74.75705264447721,10.611948223733938,0.4775395271554559,10.611948223733938,0.33900378687731025,0.01601851851851821,0.33900378687731025,-1.1140277777777776,-0.4775395271554559,1.3101,44.71030000000002,180.15899999999996,1,4,0,0,0,0,1,0,1,0,0,3,1,4,0,0,2,0,0,0,0,0,68,9.843390348640755,11.3129633249809,0.0,0.0,0.0,11.938610575903699,4.794537184071822,4.794537184071822,0.0,0.0,12.13273413692322,12.13273413692322,6.923737199690624,0.0,2.639162439298765,1,19.432464716784395,11.938610575903699,0.0,0.0,0.0,6.923737199690624,0.0,29.828919765543436,0.0,5.749511833283905,9.307692307692308,4.736862953800049,0.0,5.749511833283905,0.0,17.045137970744406,4.794537184071822,0.0,17.28172587545944,24.26546827384644,0.0,0.0,0.0,63.60000000000001,4.686898148148147,0.0,21.184767573696142,8.687243008314436,-0.01601851851851821,-1.575879629629629,5.978792517006803,0.0,1.2208635676492818,0.0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5501217966938848,13,13,13
Benzene,c1ccccc1,c1ccccc1,1.946,1.946,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.386,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.386,0.0,0.0,0.0,1.946,0.0,0.0,0.0,0.0,0.0,1.946,1.946,1.386,0.0,0.0,1.386,0.0,0.0,0.0,1.946,1.946,1.386,0.0,0.0,0.0,0.0,0.0,0.0,4.575,4.575,3.892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.719973094021975,1.5737245910733604,-1.6942617326375449,1.794093161855452,-1.4738931618554547,4.985993161855456,1.718006838144549,13.646993161855445,10.379006838144555,3.000000000000001,71.96100505779535,4.242640687119286,3.464101615137755,3.464101615137755,3.0,2.0000000000000004,2.0000000000000004,1.1547005383792521,1.1547005383792521,0.6666666666666671,0.6666666666666671,0.38490017945975075,0.38490017945975075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39820241076966,0.0,0.0,78.046950192,0.3333333333333333,0.5,0.6666666666666666,0.0,-0.78,6,72.06599999999999,34.3994618804395,3.4115708812260532,1.6057694396735218,0.5823992601400448,37.43140311949697,2.0,0.062268570782092456,2.0,-0.062268570782092456,2.0,0.062268570782092456,2.0,-0.062268570782092456,1.6866,26.441999999999993,78.11399999999999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39820241076966,0.0,0.0,0.0,0.9130327103921437,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39820241076966,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39820241076966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4426283718993647,6,6,6
Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C.[Cl-],Cn1c(=O)c2c(ncn2C)n(C)c1=O,2.918,2.988,0.176,0.01,-1.538,0.0,0.0,-0.713,0.435,-0.332,0.107,0.141,3.021,-1.184,0.0,0.0,-0.45,0.316,-0.375,0.177,0.003,-1.544,0.0,2.735,0.0,-0.622,0.402,-0.361,0.143,0.095,-1.377,0.0,0.0,-0.82,2.045,0.432,-0.227,0.009,0.186,-0.617,0.0,0.0,-0.022,-0.055,-0.356,0.539,0.281,0.006,-1.871,0.0,0.0,1.11,0.456,1.33,0.967,1.093,0.0,3.496,0.0,0.0,1.534,0.471,1.253,0.902,0.795,2.32,0.0,0.0,0.0,1.091,0.458,1.331,0.971,1.105,3.536,0.0,0.0,1.369,2.913,0.453,1.295,0.92,0.916,2.852,0.0,0.0,1.784,0.556,1.13,3.324,0.912,0.588,1.154,0.0,0.0,0.549,0.691,1.331,0.998,1.277,3.433,4.409,0.0,0.0,3.329,3.206,2.337,0.845,0.0,0.0,2.378,2.868,2.826,2.531,1.92,3.437,0.375,0.0,0.0,2.976,3.379,3.465,3.226,2.329,0.793,0.0,3.211,0.0,4.351,4.812,4.952,5.263,4.105,2.079,0.0,0.0,0.138,2.34,0.222,0.3,0.266,0.105,0.023,0.0,0.0,0.222,0.347,0.396,0.847,0.323,0.125,0.019,0.0,0.0,0.129,0.208,0.284,0.253,0.1,0.0,0.022,0.0,0.0,0.589,0.933,1.129,0.954,0.374,0.067,0.0,0.0,0.0,0.268,0.398,0.414,0.309,0.11,0.011,0.0,0.0,17.854,2.547,31.177,55.829,57.501,25.492,7.093,0.0,0.0,-0.463,0.323,-0.375,2.53868764707295,2.110255216429422,-2.0215174970665886,2.0118198978857045,-2.3696654059207396,5.691604588780553,0.7054356050886158,16.161282315860802,10.488187986922153,3.221281081084589,597.2256230854155,10.455665446700477,8.182701232117184,8.182701232117184,6.536581260209186,4.107927642957933,4.107927642957933,3.2334489655756182,3.2334489655756182,2.3165128954882372,2.3165128954882372,1.4711798853237632,1.4711798853237632,0.0,9.589074368143644,0.0,11.24901029325548,11.16387793838399,4.567099647791355,17.942091705233086,18.662443613145733,0.0,4.9839785209472085,0.0,194.08037556,1.1428571428571428,1.7857142857142858,2.4285714285714284,0.375,-1.8499999999999999,14,184.114,1876.0901711869099,8.73523326923911,2.5679479011227926,0.8757741627139433,79.02895701814934,11.672037037037038,0.3317034326359889,11.672037037037038,0.3317034326359889,0.3165740740740737,0.3278634660994821,-0.35999999999999965,-0.3278634660994821,-1.0293,51.19600000000001,194.194,0,6,0,0,0,0,0,2,2,0,0,6,0,6,2,0,0,0,0,0,0,0,74,4.567099647791355,0.0,11.16387793838399,0.0,5.559266895052008,5.689743398203474,13.928736479654532,9.77851570501903,0.0,0.0,0.0,0.0,21.143015948031568,6.3273200747645415,1.6022588528257544,2,0.0,11.16387793838399,0.0,18.685277464321274,21.143015948031568,0.0,0.0,27.165404736163666,0.0,0.0,11.071428571428571,11.24901029325548,0.0,0.0,0.0,18.685277464321274,21.143015948031568,0.0,0.0,15.916394442908185,0.0,11.16387793838399,0.0,61.82,4.039537037037037,0.0,27.154448223733937,0.0,0.18009259259259403,0.0,0.0,1.5193518518518518,0.0,4.773236961451247,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5384628262372215,14,15,14
Ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(=O)O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,2.813,2.993,-0.135,-0.231,-0.176,-0.231,-0.231,0.0,0.356,-0.089,-0.135,-0.231,2.937,-0.176,-0.231,-0.231,-0.0,0.356,-0.089,-0.135,-0.231,-0.176,-0.231,2.764,-0.231,0.0,0.356,-0.089,-0.135,-0.231,-0.176,-0.231,-0.231,-0.0,2.473,0.356,-0.089,-0.135,-0.231,-0.176,-0.231,-0.231,0.046,-0.077,-0.249,2.005,-0.14,0.095,0.171,-0.12,0.303,0.538,0.404,0.85,1.01,1.346,1.861,1.154,1.346,1.346,0.538,0.404,0.85,1.01,1.346,1.154,1.346,1.861,1.346,0.538,0.404,0.85,1.01,1.346,1.154,1.346,1.346,0.538,2.813,0.404,0.85,1.01,1.346,1.154,1.346,1.346,0.538,0.404,0.85,3.11,1.01,1.346,1.154,1.346,1.346,0.6,0.9,1.101,1.112,0.996,3.059,0.702,1.06,0.728,3.111,2.907,2.661,2.158,2.035,2.035,2.702,2.951,2.88,2.696,2.381,3.06,1.933,1.776,1.776,2.798,3.086,3.037,2.881,2.627,2.13,2.004,2.908,2.004,4.492,4.78,4.802,4.815,4.508,3.192,2.909,3.106,0.051,2.662,0.142,0.08,0.075,0.067,0.035,0.033,0.033,0.038,0.104,0.059,2.159,0.055,0.049,0.026,0.025,0.025,0.05,0.138,0.078,0.072,0.065,2.037,0.034,0.032,0.032,0.138,0.382,0.217,0.201,0.18,0.095,0.09,2.037,0.09,0.02,0.056,0.032,0.03,0.027,0.014,0.013,0.013,19.063,2.736,34.798,35.597,37.322,30.265,10.687,11.227,9.449,-0.0,0.356,-0.089,2.165506939440076,2.1235401089553956,-2.0857579653870695,2.1688935075416436,-2.0688004654239505,5.749768182058126,-0.13786206865190997,16.366404797134493,9.968471760898753,2.7590371332701524,316.396476403863,11.422285251880869,9.526670282288125,9.526670282288125,7.002907755397974,5.320300905843469,5.320300905843469,4.3994781236223774,4.3994781236223774,2.494095609718196,2.494095609718196,1.556376775771452,1.556376775771452,11.887211334113243,4.794537184071822,0.0,0.0,5.917906046161393,11.984273114623004,5.563451491696996,6.923737199690624,24.26546827384644,13.847474399381248,5.106527394840706,206.130679816,1.2,1.7333333333333334,2.1333333333333333,0.46153846153846156,-1.31,15,188.14099999999996,1862.3359679184655,11.763046018991963,4.964460295417243,3.387630631562938,90.94175377251302,10.762425070336777,0.4807885019257389,10.762425070336777,0.3101853515323108,0.4184259259259264,0.3101853515323108,-0.7716577958343829,-0.4807885019257389,3.073200000000001,61.03480000000004,206.28499999999997,1,2,0,0,0,0,1,0,1,1,0,1,1,2,0,0,4,0,0,0,0,1,82,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,38.112942673227685,30.38936785217202,0.0,5.917906046161393,3.8931449942967644,1,9.901064578912528,5.969305287951849,0.0,0.0,5.917906046161393,33.10993926815928,0.0,35.392371257240434,0.0,0.0,12.8,0.0,0.0,0.0,0.0,11.075832682792555,11.21535880699783,5.917906046161393,37.81602062862726,24.26546827384644,0.0,0.0,0.0,37.3,0.0,0.0,10.762425070336777,8.850157339170236,2.1401341647770225,-0.5579103678508444,7.871574074074074,1.0433852985638699,6.056901087595532,0.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8215995486924975,15,15,15
Ethanol,CCO,CCO,1.204,0.539,0.0,0.0,0.0,0.0,0.0,-0.25,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.202,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.5,0.0,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.847,0.0,0.0,0.0,0.0,0.0,0.898,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.166,0.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-1.0,0.0,0.9182958340544894,1.3402935186707783,-1.52235869276019,1.2962426382141046,-1.5683635470355741,3.835802335589486,0.3184056131739115,16.248991329327914,10.908168035086371,1.6329931618554523,0.0,2.7071067811865475,2.1543203766865053,2.1543203766865053,1.4142135623730951,1.0233345472033855,1.0233345472033855,0.3162277660168379,0.3162277660168379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.606881964512918,0.0,0.0,0.0,6.923737199690624,0.0,0.0,5.106527394840706,46.041864812,2.0,2.0,2.0,1.0,-0.04,3,40.021,2.7548875021634682,2.9600000000000004,1.96,1.9600000000000033,19.89842689442217,7.569444444444445,0.3966637147812598,7.569444444444445,0.04022058174908642,0.25,0.04022058174908642,0.25,-0.3966637147812598,-0.0014000000000000123,12.759800000000002,46.069,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,20,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,6.606881964512918,0.0,1.9338666666666668,0,5.106527394840706,0.0,0.0,0.0,0.0,6.923737199690624,6.606881964512918,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.713409359353623,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,7.569444444444445,0.0,0.0,0.0,0.0,1.9305555555555556,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4068079656553945,3,2,3
